optionsymbol,exchange,date,futuresymbol,optionroot,expiration,securityid,strike,strikemultiplier,callput,futureexchange,futuresettlementprice,settlementprice,bid,offer,closeprice,volume,openinterest,lasttradedate,impliedvolatility,delta,vega,theta,gamma,rho,drho,optionid,exercisestyle,dte
P1E 23U27000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,27000.0,1.0,C,CMG,27260.0,460.0,-99.99,-99.99,-99.99,0,0,,0.390817,0.635055,758.104008,-27012.523892,0.000476,92.337556,-99.99,2016877617,E,2
P1E 23U43000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,43000.0,1.0,P,CMG,27260.0,15735.0,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016877705,E,2
P1E 23U110000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,110000.0,1.0,P,CMG,27260.0,82715.0,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016877779,E,2
P1E 23U100000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,100000.0,1.0,C,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,4.980064,0.000417,3.027942,-1375.94,1.5e-07,0.056743,-99.99,2016877850,E,2
P1E 23U55000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,55000.0,1.0,P,CMG,27260.0,27730.0,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016877914,E,2
P1E 23U1000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,1000.0,1.0,C,CMG,27260.0,26250.0,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016877925,E,2
P1E 23U48000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,48000.0,1.0,C,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,2.358243,0.000806,5.569685,-1198.488264,5.8e-07,0.114847,-99.99,2016877930,E,2
P1E 23U40000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,40000.0,1.0,P,CMG,27260.0,12735.0,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016878071,E,2
P1E 23U34000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,34000.0,1.0,P,CMG,27260.0,6740.0,-99.99,-99.99,-99.99,0,0,,1.067331,-0.996809,17.997162,-1414.988434,4.14e-06,-185.824729,-99.99,2016878080,E,2
P1E 23U25000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,25000.0,1.0,P,CMG,27260.0,19.0,-99.99,-99.99,130.0,4,4,2023-08-30,0.656559,-0.035525,157.830893,-9454.858305,5.904e-05,-5.410531,-99.99,2016878097,E,2
P1E 23U1000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,1000.0,1.0,P,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016878098,E,2
P1E 23U120000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,120000.0,1.0,C,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,5.598104,0.000377,2.757827,-1408.722364,1.2e-07,0.050784,-99.99,2016878174,E,2
P1E 23U30000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,30000.0,1.0,C,CMG,27260.0,15.0,-99.99,-99.99,765.0,5,1,2023-08-30,0.674186,0.02909,133.82901,-8232.336073,4.875e-05,4.263018,-99.99,2016878192,E,2
P1E 23U45000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,45000.0,1.0,P,CMG,27260.0,17735.0,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016878333,E,2
P1E 23U95000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,95000.0,1.0,P,CMG,27260.0,67720.0,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016878423,E,2
P1E 23U90000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,90000.0,1.0,P,CMG,27260.0,62720.0,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016878442,E,2
P1E 23U42000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,42000.0,1.0,C,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,1.849148,0.001002,6.809417,-1148.935382,9e-07,0.144255,-99.99,2016878448,E,2
P1E 23U27000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,27000.0,1.0,P,CMG,27260.0,205.0,-99.99,-99.99,-99.99,0,0,,0.397313,-0.366616,759.451513,-27523.485929,0.000469,-55.88471,-99.99,2016878452,E,2
P1E 23U115000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,115000.0,1.0,C,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,5.454794,0.000385,2.815372,-1401.301265,1.3e-07,0.052049,-99.99,2016878500,E,2
P1E 23U60000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,60000.0,1.0,P,CMG,27260.0,32730.0,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016878505,E,2
P1E 23U90000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,90000.0,1.0,C,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,4.617782,0.000445,3.217387,-1355.668912,1.7e-07,0.060952,-99.99,2016878518,E,2
P1E 23U39000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,39000.0,1.0,C,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,1.560084,0.001169,7.838846,-1115.869403,1.23e-06,0.169109,-99.99,2016878664,E,2
P1E 23U47000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,47000.0,1.0,C,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,2.278862,0.000831,5.729272,-1191.33002,6.2e-07,0.118598,-99.99,2016878678,E,2
P1E 23U35000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,35000.0,1.0,P,CMG,27260.0,7740.0,-99.99,-99.99,-99.99,0,0,,1.207453,-0.996761,18.266297,-1624.634095,3.72e-06,-191.296948,-99.99,2016878843,E,2
P1E 23U15000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,15000.0,1.0,P,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,2.595546,-0.000675,4.729305,-1120.055441,4.5e-07,-0.106236,-99.99,2016878935,E,2
P1E 23U33000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,33000.0,1.0,P,CMG,27260.0,5740.0,-99.99,-99.99,-99.99,0,0,,0.923055,-0.996858,17.724924,-1205.244709,4.72e-06,-180.352579,-99.99,2016878997,E,2
P1E 23U15000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,15000.0,1.0,C,CMG,27260.0,12255.0,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016879011,E,2
P1E 23U120000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,120000.0,1.0,P,CMG,27260.0,92715.0,-99.99,-99.99,-99.99,0,0,,5.339146,-0.999535,1.463645,3934.032239,7e-08,-657.327737,-99.99,2016879073,E,2
P1E 23U26000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,26000.0,1.0,C,CMG,27260.0,1300.0,-99.99,-99.99,-99.99,0,0,,0.480415,0.911005,324.188629,-14146.587974,0.000166,128.953437,-99.99,2016879099,E,2
P1E 23U28000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,28000.0,1.0,P,CMG,27260.0,840.0,-99.99,-99.99,-99.99,0,0,,0.433552,-0.793255,575.702004,-22733.595154,0.000326,-123.091183,-99.99,2016879165,E,2
P1E 23U54000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,54000.0,1.0,C,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,2.796993,0.000692,4.83976,-1235.180275,4.2e-07,0.097831,-99.99,2016879243,E,2
P1E 23U46000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,46000.0,1.0,C,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,2.19745,0.000858,5.903947,-1183.79359,6.6e-07,0.122715,-99.99,2016879265,E,2
P1E 23U50000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,50000.0,1.0,C,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,2.511303,0.000761,5.288341,-1211.806709,5.2e-07,0.10826,-99.99,2016879386,E,2
P1E 23U54000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,54000.0,1.0,P,CMG,27260.0,26730.0,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016879401,E,2
P1E 23U41000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,41000.0,1.0,C,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,1.755724,0.00105,7.108036,-1138.7267,9.9e-07,0.151426,-99.99,2016879500,E,2
P1E 23U51000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,51000.0,1.0,C,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,2.585161,0.000742,5.163612,-1218.025148,4.9e-07,0.105351,-99.99,2016879770,E,2
P1E 23U105000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,105000.0,1.0,P,CMG,27260.0,77720.0,-99.99,-99.99,-99.99,0,0,,5.250505,-0.999198,3.767846,2090.320091,1.8e-07,-575.113075,-99.99,2016879940,E,2
P1E 23U23000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,23000.0,1.0,P,CMG,27260.0,7.0,-99.99,-99.99,-99.99,0,0,,1.002447,-0.009978,53.674961,-4909.473441,1.315e-05,-1.52875,-99.99,2016882181,E,2
P1E 23U23000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,23000.0,1.0,C,CMG,27260.0,4265.0,-99.99,-99.99,-99.99,0,0,,0.986307,0.990687,49.227677,-4216.744516,1.226e-05,124.608958,-99.99,2016882876,E,2
P1E 23U22000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,22000.0,1.0,P,CMG,27260.0,5.0,-99.99,-99.99,-99.99,0,0,,1.18198,-0.006315,35.898739,-3871.631855,7.46e-06,-0.970644,-99.99,2016952240,E,2
P1E 23U22000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,22000.0,1.0,C,CMG,27260.0,5265.0,-99.99,-99.99,-99.99,0,0,,1.21869,0.991999,42.895174,-4506.283176,8.64e-06,119.325468,-99.99,2016953825,E,2
P1E 23U21000C,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,21000.0,1.0,C,CMG,27260.0,6260.0,-99.99,-99.99,-99.99,0,0,,1.260491,0.99749,14.151065,-1313.885843,2.76e-06,114.693598,-99.99,2017012776,E,2
P1E 23U21000P,CMG,2023-08-30,BTC 23U,P1E,2023-09-01,4005412,21000.0,1.0,P,CMG,27260.0,4.0,-99.99,-99.99,-99.99,0,0,,1.375035,-0.004472,26.410417,-3313.566711,4.72e-06,-0.689835,-99.99,2017014440,E,2
P5C 23Q100000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,100000.0,1.0,P,CMG,27260.0,72745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027138,E,0
P5C 23Q10000C,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,10000.0,1.0,C,CMG,27260.0,17254.65,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027139,E,0
P5C 23Q1000C,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,1000.0,1.0,C,CMG,27260.0,26254.65,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027141,E,0
P5C 23Q15000C,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,15000.0,1.0,C,CMG,27260.0,12254.65,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027143,E,0
P5C 23Q20000C,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,20000.0,1.0,C,CMG,27260.0,7254.65,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027145,E,0
P5C 23Q21000C,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,21000.0,1.0,C,CMG,27260.0,6254.65,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027147,E,0
P5C 23Q22000C,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,22000.0,1.0,C,CMG,27260.0,5254.65,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027149,E,0
P5C 23Q23000C,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,23000.0,1.0,C,CMG,27260.0,4254.65,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027151,E,0
P5C 23Q24000C,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,24000.0,1.0,C,CMG,27260.0,3254.65,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027153,E,0
P5C 23Q25000C,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,25000.0,1.0,C,CMG,27260.0,2254.65,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027155,E,0
P5C 23Q26000C,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,26000.0,1.0,C,CMG,27260.0,1254.65,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027157,E,0
P5C 23Q27000C,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,27000.0,1.0,C,CMG,27260.0,254.65,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027159,E,0
P5C 23Q28000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,28000.0,1.0,P,CMG,27260.0,745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027162,E,0
P5C 23Q29000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,29000.0,1.0,P,CMG,27260.0,1745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027164,E,0
P5C 23Q30000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,30000.0,1.0,P,CMG,27260.0,2745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027166,E,0
P5C 23Q31000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,31000.0,1.0,P,CMG,27260.0,3745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027168,E,0
P5C 23Q32000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,32000.0,1.0,P,CMG,27260.0,4745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027170,E,0
P5C 23Q33000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,33000.0,1.0,P,CMG,27260.0,5745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027172,E,0
P5C 23Q34000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,34000.0,1.0,P,CMG,27260.0,6745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027174,E,0
P5C 23Q35000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,35000.0,1.0,P,CMG,27260.0,7745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027176,E,0
P5C 23Q36000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,36000.0,1.0,P,CMG,27260.0,8745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027178,E,0
P5C 23Q37000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,37000.0,1.0,P,CMG,27260.0,9745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027180,E,0
P5C 23Q38000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,38000.0,1.0,P,CMG,27260.0,10745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027182,E,0
P5C 23Q39000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,39000.0,1.0,P,CMG,27260.0,11745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027184,E,0
P5C 23Q40000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,40000.0,1.0,P,CMG,27260.0,12745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027186,E,0
P5C 23Q41000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,41000.0,1.0,P,CMG,27260.0,13745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027188,E,0
P5C 23Q42000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,42000.0,1.0,P,CMG,27260.0,14745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027190,E,0
P5C 23Q43000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,43000.0,1.0,P,CMG,27260.0,15745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027192,E,0
P5C 23Q44000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,44000.0,1.0,P,CMG,27260.0,16745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027194,E,0
P5C 23Q45000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,45000.0,1.0,P,CMG,27260.0,17745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027196,E,0
P5C 23Q50000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,50000.0,1.0,P,CMG,27260.0,22745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027198,E,0
P5C 23Q5000C,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,5000.0,1.0,C,CMG,27260.0,22254.65,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027199,E,0
P5C 23Q55000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,55000.0,1.0,P,CMG,27260.0,27745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027202,E,0
P5C 23Q60000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,60000.0,1.0,P,CMG,27260.0,32745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027204,E,0
P5C 23Q65000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,65000.0,1.0,P,CMG,27260.0,37745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027206,E,0
P5C 23Q70000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,70000.0,1.0,P,CMG,27260.0,42745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027208,E,0
P5C 23Q75000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,75000.0,1.0,P,CMG,27260.0,47745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027210,E,0
P5C 23Q80000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,80000.0,1.0,P,CMG,27260.0,52745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027212,E,0
P5C 23Q85000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,85000.0,1.0,P,CMG,27260.0,57745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027214,E,0
P5C 23Q90000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,90000.0,1.0,P,CMG,27260.0,62745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027216,E,0
P5C 23Q95000P,CMG,2023-08-30,BTC 23U,P5C,2023-08-30,4005412,95000.0,1.0,P,CMG,27260.0,67745.35,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017027218,E,0
P5D 23Q100000C,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,100000.0,1.0,C,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,7.04281,0.000417,2.141131,-2751.97352,1.5e-07,0.028372,-99.99,2017032504,E,1
P5D 23Q100000P,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,100000.0,1.0,P,CMG,27260.0,72730.0,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017032505,E,1
P5D 23Q10000C,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,10000.0,1.0,C,CMG,27260.0,17260.0,-99.99,-99.99,-99.99,0,0,,6.458507,0.999005,4.172006,-4052.334013,3.2e-07,27.322954,-99.99,2017032506,E,1
P5D 23Q10000P,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,10000.0,1.0,P,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,6.012193,-0.000413,2.122899,-2329.248358,1.7e-07,-0.033566,-99.99,2017032507,E,1
P5D 23Q1000C,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,1000.0,1.0,C,CMG,27260.0,26255.0,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017032508,E,1
P5D 23Q1000P,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,1000.0,1.0,P,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2017032509,E,1
P5D 23Q15000C,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,15000.0,1.0,C,CMG,27260.0,12260.0,-99.99,-99.99,-99.99,0,0,,3.835533,0.998814,5.020553,-2899.808001,6.4e-07,41.007279,-99.99,2017032510,E,1
P5D 23Q15000P,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,15000.0,1.0,P,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,3.670615,-0.000675,3.344221,-2240.201205,4.5e-07,-0.053119,-99.99,2017032511,E,1
P5D 23Q20000C,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,20000.0,1.0,C,CMG,27260.0,7260.0,-99.99,-99.99,-99.99,0,0,,1.985982,0.998645,5.755885,-1722.28337,1.42e-06,54.693302,-99.99,2017032512,E,1
P5D 23Q20000P,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,20000.0,1.0,P,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,1.986522,-0.001221,5.769772,-2091.724691,1.43e-06,-0.093943,-99.99,2017032513,E,1
P5D 23Q21000C,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,21000.0,1.0,C,CMG,27260.0,6260.0,-99.99,-99.99,-99.99,0,0,,1.67288,0.998613,5.89351,-1485.525033,1.73e-06,57.430648,-99.99,2017032514,E,1
P5D 23Q21000P,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,21000.0,1.0,P,CMG,27260.0,1.0,-99.99,-99.99,-99.99,0,0,,1.695334,-0.00142,6.623527,-2049.25897,1.92e-06,-0.108805,-99.99,2017032515,E,1
P5D 23Q22000C,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,22000.0,1.0,C,CMG,27260.0,5260.0,-99.99,-99.99,-99.99,0,0,,1.374451,0.998582,6.028523,-1248.533759,2.15e-06,60.168034,-99.99,2017032516,E,1
P5D 23Q22000P,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,22000.0,1.0,P,CMG,27260.0,2.0,-99.99,-99.99,-99.99,0,0,,1.512403,-0.003001,13.057618,-3603.979441,4.24e-06,-0.229596,-99.99,2017032517,E,1
P5D 23Q23000C,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,23000.0,1.0,C,CMG,27260.0,4260.0,-99.99,-99.99,-99.99,0,0,,1.089368,0.998551,6.16111,-1011.366195,2.78e-06,62.905456,-99.99,2017032518,E,1
P5D 23Q23000P,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,23000.0,1.0,P,CMG,27260.0,2.0,-99.99,-99.99,-99.99,0,0,,1.224994,-0.003656,15.595559,-3486.4638,6.25e-06,-0.278543,-99.99,2017032519,E,1
P5D 23Q24000C,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,24000.0,1.0,C,CMG,27260.0,3265.0,-99.99,-99.99,-99.99,0,0,,1.064808,0.989506,39.210098,-7455.951114,1.809e-05,64.955949,-99.99,2017032520,E,1
P5D 23Q24000P,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,24000.0,1.0,P,CMG,27260.0,3.0,-99.99,-99.99,-99.99,0,0,,0.989122,-0.006459,25.89626,-4674.508907,1.286e-05,-0.490597,-99.99,2017032521,E,1
P5D 23Q25000C,CMG,2023-08-30,BTC 23U,P5D,2023-08-31,4005412,25000.0,1.0,C,CMG,27260.0,2265.0,-99.99,-99.99,-99.99,0,0,,0.757494,0.986053,50.322389,-6843.175713,3.263e-05,67.437803,-99.99,2017032522,E,1
