optionsymbol,exchange,date,futuresymbol,optionroot,expiration,securityid,strike,strikemultiplier,callput,futureexchange,futuresettlementprice,settlementprice,bid,offer,closeprice,volume,openinterest,lasttradedate,impliedvolatility,delta,vega,theta,gamma,rho,drho,optionid,exercisestyle,dte
P2D 23N29750C,CMG,2023-07-13,BTC 23N,P2D,2023-07-13,4005412,29750.0,1.0,C,CMG,31925.0,1030.8,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016829066,E,0
P2D 23N32750P,CMG,2023-07-13,BTC 23N,P2D,2023-07-13,4005412,32750.0,1.0,P,CMG,31925.0,1969.2,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016829451,E,0
P2E 23N30750P,CMG,2023-07-13,BTC 23N,P2E,2023-07-14,4005412,30750.0,1.0,P,CMG,31925.0,19.0,-99.99,-99.99,-99.99,0,0,,0.458105,-0.057519,192.56437,-16098.270081,0.000151,-5.083033,-99.99,2016829524,E,1
P2E 23N35250C,CMG,2023-07-13,BTC 23N,P2E,2023-07-14,4005412,35250.0,1.0,C,CMG,31925.0,4.0,-99.99,-99.99,-99.99,0,0,,0.794508,0.009096,40.99709,-5944.293356,1.848e-05,0.784668,-99.99,2016830323,E,1
P2E 23N35250P,CMG,2023-07-13,BTC 23N,P2E,2023-07-14,4005412,35250.0,1.0,P,CMG,31925.0,3330.0,-99.99,-99.99,-99.99,0,0,,0.825868,-0.988277,50.649071,-7474.987117,2.196e-05,-95.563689,-99.99,2016831451,E,1
P2D 23N35250P,CMG,2023-07-13,BTC 23N,P2D,2023-07-13,4005412,35250.0,1.0,P,CMG,31925.0,4469.2,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016831800,E,0
P2D 23N35500P,CMG,2023-07-13,BTC 23N,P2D,2023-07-13,4005412,35500.0,1.0,P,CMG,31925.0,4719.2,-99.99,-99.99,-99.99,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016832326,E,0
P2E 23N35500P,CMG,2023-07-13,BTC 23N,P2E,2023-07-14,4005412,35500.0,1.0,P,CMG,31925.0,3575.0,-99.99,-99.99,-99.99,0,0,,0.677508,-0.998406,7.969712,-814.834956,4.21e-06,-97.120889,-99.99,2016834191,E,1
P2E 23N35500C,CMG,2023-07-13,BTC 23N,P2E,2023-07-14,4005412,35500.0,1.0,C,CMG,31925.0,3.0,-99.99,-99.99,-99.99,0,0,,0.815489,0.006843,31.917833,-4750.081716,1.402e-05,0.590325,-99.99,2016834362,E,1
P1E 23Q100000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,100000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,1.0,0,0,,3.830841,0.000408,3.927951,-915.33215,1.4e-07,0.090491,-99.99,2016752232,E,3
P1E 23Q100000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,100000.0,1.0,P,CMG,29440.0,70530.0,-99.99,-99.99,68710.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752233,E,3
P1E 23Q10000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,10000.0,1.0,C,CMG,29440.0,19430.0,-99.99,-99.99,20855.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752234,E,3
P1E 23Q10000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,10000.0,1.0,P,CMG,29440.0,1.0,-99.99,-99.99,1.0,0,0,,3.705464,-0.000359,3.492328,-787.177142,1.3e-07,-0.09519,-99.99,2016752235,E,3
P1E 23Q1000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,1000.0,1.0,C,CMG,29440.0,28430.0,-99.99,-99.99,29810.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752236,E,3
P1E 23Q1000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,1000.0,1.0,P,CMG,29440.0,1.0,-99.99,-99.99,1.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752237,E,3
P1E 23Q105000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,105000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,1.0,0,0,,3.967253,0.000396,3.818849,-921.597116,1.4e-07,0.087539,-99.99,2016752238,E,3
P1E 23Q105000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,105000.0,1.0,P,CMG,29440.0,75525.0,-99.99,-99.99,73685.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752239,E,3
P1E 23Q110000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,110000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,1.0,0,0,,4.096694,0.000385,3.721604,-927.432881,1.3e-07,0.084915,-99.99,2016752240,E,3
P1E 23Q110000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,110000.0,1.0,P,CMG,29440.0,80525.0,-99.99,-99.99,78660.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752241,E,3
P1E 23Q115000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,115000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,1.0,0,0,,4.219825,0.000375,3.634264,-932.888873,1.2e-07,0.082563,-99.99,2016752242,E,3
P1E 23Q115000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,115000.0,1.0,P,CMG,29440.0,85525.0,-99.99,-99.99,83635.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752243,E,3
P1E 23Q120000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,120000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,1.0,0,0,,4.337221,0.000366,3.555309,-938.011124,1.2e-07,0.080441,-99.99,2016752244,E,3
P1E 23Q120000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,120000.0,1.0,P,CMG,29440.0,90520.0,-99.99,-99.99,88610.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752245,E,3
P1E 23Q15000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,15000.0,1.0,C,CMG,29440.0,14435.0,-99.99,-99.99,15885.0,0,0,,2.312803,0.999152,4.29077,97.660866,2.6e-07,123.123579,-99.99,2016752246,E,3
P1E 23Q15000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,15000.0,1.0,P,CMG,29440.0,1.0,-99.99,-99.99,9.0,0,0,,2.36183,-0.000564,5.305161,-762.186112,3.2e-07,-0.144771,-99.99,2016752247,E,3
P1E 23Q20000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,20000.0,1.0,C,CMG,29440.0,9435.0,-99.99,-99.99,10945.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752248,E,3
P1E 23Q20000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,20000.0,1.0,P,CMG,29440.0,1.0,-99.99,-99.99,45.0,0,0,,1.400352,-0.000939,8.480504,-722.38932,8.5e-07,-0.23539,-99.99,2016752249,E,3
P1E 23Q24000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,24000.0,1.0,C,CMG,29440.0,5440.0,-99.99,-99.99,7080.0,0,0,,0.836285,0.99646,25.449984,-1030.429185,4.27e-06,196.403614,-99.99,2016752250,E,3
P1E 23Q24000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,24000.0,1.0,P,CMG,29440.0,4.0,-99.99,-99.99,160.0,0,0,,0.892882,-0.005167,39.737122,-2158.206223,6.25e-06,-1.283147,-99.99,2016752251,E,3
P1E 23Q25000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,25000.0,1.0,C,CMG,29440.0,4445.0,-99.99,-99.99,6155.0,0,0,,0.779905,0.990153,67.68641,-2995.35961,1.218e-05,203.055681,-99.99,2016752252,E,3
P1E 23Q25000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,25000.0,1.0,P,CMG,29440.0,7.0,-99.99,-99.99,225.0,0,0,,0.783225,-0.009695,69.233856,-3298.387623,1.241e-05,-2.403485,-99.99,2016752253,E,3
P1E 23Q26000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,26000.0,1.0,C,CMG,29440.0,3450.0,-99.99,-99.99,5255.0,0,0,,0.659687,0.982073,115.497163,-4467.38427,2.458e-05,209.278538,-99.99,2016752254,E,3
P1E 23Q26000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,26000.0,1.0,P,CMG,29440.0,12.0,-99.99,-99.99,325.0,0,0,,0.665018,-0.018251,119.546501,-4835.701529,2.523e-05,-4.514793,-99.99,2016752255,E,3
P1E 23Q27000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,27000.0,1.0,C,CMG,29440.0,2460.0,-99.99,-99.99,4395.0,0,0,,0.538116,0.963512,211.46301,-6802.800417,5.516e-05,212.924428,-99.99,2016752256,E,3
P1E 23Q27000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,27000.0,1.0,P,CMG,29440.0,22.0,-99.99,-99.99,460.0,0,0,,0.5429,-0.037326,217.377792,-7178.141408,5.621e-05,-9.212765,-99.99,2016752257,E,3
P1E 23Q28000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,28000.0,1.0,C,CMG,29440.0,1490.0,-99.99,-99.99,3595.0,0,0,,0.425906,0.905904,446.496402,-11496.003823,0.000147,206.957272,-99.99,2016752258,E,3
P1E 23Q28000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,28000.0,1.0,P,CMG,29440.0,50.0,-99.99,-99.99,655.0,0,0,,0.424615,-0.093048,444.209362,-11471.827732,0.000147,-22.926031,-99.99,2016752259,E,3
P1E 23Q29000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,29000.0,1.0,C,CMG,29440.0,600.0,-99.99,-99.99,2870.0,0,0,,0.317302,0.70438,921.022583,-17748.899746,0.000407,165.509267,-99.99,2016752260,E,3
P1E 23Q29000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,29000.0,1.0,P,CMG,29440.0,160.0,-99.99,-99.99,320.0,4,4,2023-08-01,0.317111,-0.295115,920.870845,-17756.662978,0.000408,-72.724717,-99.99,2016752261,E,3
P1E 23Q30000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,30000.0,1.0,C,CMG,29440.0,135.0,-99.99,-99.99,2240.0,0,0,,0.321143,0.263378,871.320824,-17015.74997,0.000381,62.620678,-99.99,2016752262,E,3
P1E 23Q30000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,30000.0,1.0,P,CMG,29440.0,695.0,-99.99,-99.99,1290.0,0,0,,0.3214,-0.73605,871.611955,-17007.832758,0.000381,-183.816316,-99.99,2016752263,E,3
P1E 23Q31000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,31000.0,1.0,C,CMG,29440.0,45.0,-99.99,-99.99,1730.0,0,0,,0.416735,0.088835,429.199389,-10878.607478,0.000145,21.125727,-99.99,2016752264,E,3
P1E 23Q31000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,31000.0,1.0,P,CMG,29440.0,1605.0,-99.99,-99.99,1775.0,0,0,,0.418181,-0.909993,431.975832,-10911.210791,0.000145,-233.385084,-99.99,2016752265,E,3
P1E 23Q32000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,32000.0,1.0,C,CMG,29440.0,24.0,-99.99,-99.99,1340.0,0,0,,0.527055,0.042597,242.012068,-7758.345131,6.446e-05,10.109985,-99.99,2016752266,E,3
P1E 23Q32000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,32000.0,1.0,P,CMG,29440.0,2585.0,-99.99,-99.99,1215.0,4,4,2023-08-01,0.535218,-0.9545,253.424851,-8125.68211,6.647e-05,-252.209372,-99.99,2016752267,E,3
P1E 23Q33000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,33000.0,1.0,C,CMG,29440.0,15.0,-99.99,-99.99,1050.0,0,0,,0.62895,0.024212,151.843762,-5808.982848,3.389e-05,5.735299,-99.99,2016752268,E,3
P1E 23Q33000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,33000.0,1.0,P,CMG,29440.0,3575.0,-99.99,-99.99,3085.0,0,0,,0.638046,-0.973694,160.704912,-6063.975438,3.536e-05,-264.990854,-99.99,2016752269,E,3
P1E 23Q34000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,34000.0,1.0,C,CMG,29440.0,11.0,-99.99,-99.99,835.0,0,0,,0.730501,0.016118,107.50143,-4776.703499,2.066e-05,3.80963,-99.99,2016752270,E,3
P1E 23Q34000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,34000.0,1.0,P,CMG,29440.0,4570.0,-99.99,-99.99,3865.0,0,0,,0.737954,-0.982563,112.731009,-4838.703578,2.144e-05,-275.315015,-99.99,2016752271,E,3
P1E 23Q35000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,35000.0,1.0,C,CMG,29440.0,8.0,-99.99,-99.99,675.0,0,0,,0.819191,0.010943,76.941797,-3833.939892,1.318e-05,2.582108,-99.99,2016752272,E,3
P1E 23Q35000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,35000.0,1.0,P,CMG,29440.0,5565.0,-99.99,-99.99,4700.0,0,0,,0.808692,-0.989513,71.676494,-3255.767607,1.244e-05,-285.174737,-99.99,2016752273,E,3
P1E 23Q36000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,36000.0,1.0,C,CMG,29440.0,6.0,-99.99,-99.99,550.0,0,0,,0.901489,0.007746,56.866248,-3118.285712,8.86e-06,1.825088,-99.99,2016752274,E,3
P1E 23Q36000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,36000.0,1.0,P,CMG,29440.0,6565.0,-99.99,-99.99,5570.0,0,0,,0.927604,-0.990218,67.276991,-3477.418095,1.018e-05,-293.564635,-99.99,2016752275,E,3
P1E 23Q37000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,37000.0,1.0,C,CMG,29440.0,5.0,-99.99,-99.99,445.0,0,0,,0.987233,0.006052,45.725916,-2745.902682,6.5e-06,1.423269,-99.99,2016752276,E,3
P1E 23Q37000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,37000.0,1.0,P,CMG,29440.0,7560.0,-99.99,-99.99,6460.0,0,0,,0.93566,-0.995602,31.607791,-1431.776643,4.74e-06,-303.045461,-99.99,2016752277,E,3
P1E 23Q38000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,38000.0,1.0,C,CMG,29440.0,4.0,-99.99,-99.99,360.0,0,0,,1.062038,0.004623,35.986952,-2324.825896,4.76e-06,1.085777,-99.99,2016752278,E,3
P1E 23Q38000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,38000.0,1.0,P,CMG,29440.0,8560.0,-99.99,-99.99,7370.0,0,0,,1.044908,-0.995541,32.042169,-1620.863645,4.3e-06,-311.249776,-99.99,2016752279,E,3
P1E 23Q39000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,39000.0,1.0,C,CMG,29440.0,3.0,-99.99,-99.99,290.0,0,0,,1.123889,0.003374,27.139353,-1855.369104,3.39e-06,0.791687,-99.99,2016752280,E,3
P1E 23Q39000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,39000.0,1.0,P,CMG,29440.0,9560.0,-99.99,-99.99,8295.0,0,0,,1.151343,-0.99548,32.472076,-1809.852887,3.96e-06,-319.454215,-99.99,2016752281,E,3
P1E 23Q40000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,40000.0,1.0,C,CMG,29440.0,2.0,-99.99,-99.99,235.0,0,0,,1.167942,0.002241,18.761841,-1332.928213,2.26e-06,0.525851,-99.99,2016752282,E,3
P1E 23Q40000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,40000.0,1.0,P,CMG,29440.0,10560.0,-99.99,-99.99,9240.0,0,0,,1.255108,-0.99542,32.8977,-1998.740073,3.68e-06,-327.658774,-99.99,2016752283,E,3
P1E 23Q41000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,41000.0,1.0,C,CMG,29440.0,2.0,-99.99,-99.99,195.0,0,0,,1.251812,0.002106,17.730637,-1350.12441,1.99e-06,0.493068,-99.99,2016752284,E,3
P1E 23Q41000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,41000.0,1.0,P,CMG,29440.0,11555.0,-99.99,-99.99,10190.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752285,E,3
P1E 23Q42000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,42000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,165.0,0,0,,1.256827,0.001101,9.817089,-750.536397,1.1e-06,0.258236,-99.99,2016752286,E,3
P1E 23Q42000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,42000.0,1.0,P,CMG,29440.0,12555.0,-99.99,-99.99,11155.0,0,0,,0.95891,-0.999574,0.299511,592.537986,4e-08,-345.061409,-99.99,2016752287,E,3
P1E 23Q43000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,43000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,140.0,0,0,,1.331904,0.001045,9.35548,-757.971095,9.9e-07,0.244601,-99.99,2016752288,E,3
P1E 23Q43000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,43000.0,1.0,P,CMG,29440.0,13555.0,-99.99,-99.99,12125.0,0,0,,1.245627,-0.999115,4.621771,308.378983,5.2e-07,-353.169306,-99.99,2016752289,E,3
P1E 23Q44000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,44000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,120.0,0,0,,1.404826,0.000996,8.95067,-764.877736,8.9e-07,0.232701,-99.99,2016752290,E,3
P1E 23Q44000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,44000.0,1.0,P,CMG,29440.0,14555.0,-99.99,-99.99,13105.0,0,0,,1.382225,-0.998768,7.596552,68.424844,7.7e-07,-361.304593,-99.99,2016752291,E,3
P1E 23Q45000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,45000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,105.0,0,0,,1.475722,0.000952,8.592484,-771.325286,8.2e-07,0.222219,-99.99,2016752292,E,3
P1E 23Q45000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,45000.0,1.0,P,CMG,29440.0,15555.0,-99.99,-99.99,14085.0,0,0,,1.498611,-0.998476,10.006828,-156.506872,9.4e-07,-369.453227,-99.99,2016752293,E,3
P1E 23Q46000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,46000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,95.0,0,0,,1.544709,0.000914,8.27307,-777.370128,7.5e-07,0.21291,-99.99,2016752294,E,3
P1E 23Q46000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,46000.0,1.0,P,CMG,29440.0,16555.0,-99.99,-99.99,15065.0,0,0,,1.605395,-0.998223,12.054662,-372.919543,1.05e-06,-377.610998,-99.99,2016752295,E,3
P1E 23Q47000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,47000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,85.0,0,0,,1.611892,0.000879,7.986272,-783.059227,7e-07,0.204583,-99.99,2016752296,E,3
P1E 23Q47000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,47000.0,1.0,P,CMG,29440.0,17550.0,-99.99,-99.99,16050.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752297,E,3
P1E 23Q48000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,48000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,75.0,0,0,,1.677365,0.000848,7.727171,-788.429872,6.5e-07,0.197086,-99.99,2016752298,E,3
P1E 23Q48000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,48000.0,1.0,P,CMG,29440.0,18550.0,-99.99,-99.99,17040.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752299,E,3
P1E 23Q49000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,49000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,70.0,0,0,,1.741218,0.00082,7.491826,-793.516509,6e-07,0.190298,-99.99,2016752300,E,3
P1E 23Q49000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,49000.0,1.0,P,CMG,29440.0,19550.0,-99.99,-99.99,18025.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752301,E,3
P1E 23Q50000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,50000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,60.0,0,0,,1.803531,0.000795,7.277004,-798.346564,5.7e-07,0.184121,-99.99,2016752302,E,3
P1E 23Q50000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,50000.0,1.0,P,CMG,29440.0,20550.0,-99.99,-99.99,19015.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752303,E,3
P1E 23Q5000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,5000.0,1.0,C,CMG,29440.0,24430.0,-99.99,-99.99,25830.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752304,E,3
P1E 23Q5000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,5000.0,1.0,P,CMG,29440.0,1.0,-99.99,-99.99,1.0,0,0,,6.024428,-0.000216,2.176874,-797.745552,5e-08,-0.060575,-99.99,2016752305,E,3
P1E 23Q51000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,51000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,55.0,0,0,,1.864378,0.000772,7.080046,-802.944075,5.3e-07,0.178474,-99.99,2016752306,E,3
P1E 23Q51000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,51000.0,1.0,P,CMG,29440.0,21550.0,-99.99,-99.99,20000.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752307,E,3
P1E 23Q52000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,52000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,50.0,0,0,,1.923827,0.00075,6.898744,-807.330861,5e-07,0.17329,-99.99,2016752308,E,3
P1E 23Q52000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,52000.0,1.0,P,CMG,29440.0,22550.0,-99.99,-99.99,20990.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752309,E,3
P1E 23Q53000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,53000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,45.0,0,0,,1.981942,0.00073,6.731219,-811.52208,4.8e-07,0.168511,-99.99,2016752310,E,3
P1E 23Q53000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,53000.0,1.0,P,CMG,29440.0,23550.0,-99.99,-99.99,21985.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752311,E,3
P1E 23Q54000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,54000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,40.0,0,0,,2.038783,0.000712,6.575921,-815.536502,4.5e-07,0.164092,-99.99,2016752312,E,3
P1E 23Q54000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,54000.0,1.0,P,CMG,29440.0,24550.0,-99.99,-99.99,22975.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752313,E,3
P1E 23Q55000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,55000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,35.0,0,0,,2.094405,0.000695,6.431507,-819.387296,4.3e-07,0.159992,-99.99,2016752314,E,3
P1E 23Q55000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,55000.0,1.0,P,CMG,29440.0,25550.0,-99.99,-99.99,23965.0,0,0,,1.881149,-0.999429,1.758212,1040.19363,1.3e-07,-451.834333,-99.99,2016752315,E,3
P1E 23Q60000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,60000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,24.0,0,0,,2.355914,0.000626,5.837545,-836.577173,3.5e-07,0.143224,-99.99,2016752316,E,3
P1E 23Q60000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,60000.0,1.0,P,CMG,29440.0,30545.0,-99.99,-99.99,28925.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752317,E,3
P1E 23Q65000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,65000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,16.0,0,0,,2.593446,0.000575,5.394809,-851.079323,2.9e-07,0.130831,-99.99,2016752318,E,3
P1E 23Q65000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,65000.0,1.0,P,CMG,29440.0,35545.0,-99.99,-99.99,33895.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752319,E,3
P1E 23Q70000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,70000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,11.0,0,0,,2.811001,0.000535,5.050499,-863.599668,2.5e-07,0.121258,-99.99,2016752320,E,3
P1E 23Q70000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,70000.0,1.0,P,CMG,29440.0,40540.0,-99.99,-99.99,38865.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752321,E,3
P1E 23Q75000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,75000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,7.0,0,0,,3.011646,0.000504,4.774057,-874.598996,2.2e-07,0.113617,-99.99,2016752322,E,3
P1E 23Q75000P,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,75000.0,1.0,P,CMG,29440.0,45540.0,-99.99,-99.99,43835.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752323,E,3
P1E 23Q80000C,CMG,2023-08-01,BTC 23Q,P1E,2023-08-04,4005412,80000.0,1.0,C,CMG,29440.0,1.0,-99.99,-99.99,5.0,0,0,,3.197783,0.000478,4.546532,-884.396682,2e-07,0.107358,-99.99,2016752324,E,3
